Venue,Serial,Port,Location,Group,bathroomLocationOnNetgear
Butler - Hinkle Fieldhouse,10000000e8ff7e8a,N/A,107M 05,107M,107M
Butler - Hinkle Fieldhouse,10000000571b6dd8,N/A,107M 06,107M,107M
Butler - Hinkle Fieldhouse,100000004d1de446,N/A,107M 07,107M,107M
Butler - Hinkle Fieldhouse,10000000fac00991,N/A,116M 01,116M,ClubM_W_116M
Butler - Hinkle Fieldhouse,10000000153475bb,N/A,116M 02,116M,ClubM_W_116M
Butler - Hinkle Fieldhouse,1000000027e75bce,N/A,116M 03,116M,ClubM_W_116M
Butler - Hinkle Fieldhouse,10000000d0b776f5,N/A,116M 04,116M,ClubM_W_116M
Butler - Hinkle Fieldhouse,100000001a2c89cb,N/A,120W 01,120W,120W
Butler - Hinkle Fieldhouse,100000009e55ac9c,N/A,120W 02,120W,120W
Butler - Hinkle Fieldhouse,10000000650c8c9a,N/A,120W 03,120W,120W
Butler - Hinkle Fieldhouse,100000006933d662,N/A,120W 04,120W,120W
Butler - Hinkle Fieldhouse,10000000e1e79ec9,N/A,206M 01,206M,206M_W
Butler - Hinkle Fieldhouse,100000002b93ac27,N/A,206M 02,206M,206M_W
Butler - Hinkle Fieldhouse,1000000030fb2d64,N/A,206M 03,206M,206M_W
Butler - Hinkle Fieldhouse,1000000094e2dcc4,N/A,206M 04,206M,206M_W
Butler - Hinkle Fieldhouse,100000003dbd0cc4,N/A,206M 05,206M,206M_W
Butler - Hinkle Fieldhouse,100000002492c197,N/A,206M 06,206M,206M_W
Butler - Hinkle Fieldhouse,10000000d0b6a366,N/A,206W 01,206W,206M_W
Butler - Hinkle Fieldhouse,100000003801243e,N/A,206W 02,206W,206M_W
Butler - Hinkle Fieldhouse,100000007bf4a9cd,N/A,206W 03,206W,206M_W
Butler - Hinkle Fieldhouse,10000000259175f3,N/A,218M 01,218M,218M_W
Butler - Hinkle Fieldhouse,10000000dde25b66,N/A,218M 02,218M,218M_W
Butler - Hinkle Fieldhouse,1000000093f10085,N/A,218M 03,218M,218M_W
Butler - Hinkle Fieldhouse,10000000b5c13edf,N/A,218M 04,218M,218M_W
Butler - Hinkle Fieldhouse,100000001a3ce960,N/A,218M 05,218M,218M_W
Butler - Hinkle Fieldhouse,100000004ee22f74,N/A,218M 06,218M,218M_W
Butler - Hinkle Fieldhouse,1000000053b881e6,N/A,218W 01,218W,218M_W
Butler - Hinkle Fieldhouse,10000000ce898026,N/A,218W 02,218W,218M_W
Butler - Hinkle Fieldhouse,100000007e7341b4,N/A,218W 03,218W,218M_W
Butler - Hinkle Fieldhouse,100000006b030b86,N/A,ClubM 01,ClubM,ClubM_W_116M
Butler - Hinkle Fieldhouse,10000000b62a6ab3,N/A,ClubM 02,ClubM,ClubM_W_116M
Butler - Hinkle Fieldhouse,10000000816e4159,N/A,ClubM 03,ClubM,ClubM_W_116M
Butler - Hinkle Fieldhouse,10000000f24d943c,N/A,ClubW 01,ClubW,ClubM_W_116M
Butler - Hinkle Fieldhouse,100000006f7e82cc,N/A,ClubW 02,ClubW,ClubM_W_116M
Butler - Hinkle Fieldhouse,1000000095c6522a,N/A,ClubW 03,ClubW,ClubM_W_116M
Butler - Hinkle Fieldhouse,1000000087b6be83,N/A,ClubW 04,ClubW,ClubM_W_116M
Canada Life Centre,100000001259f0e1,N/A,103W 01,103W,BKCM6_103W4
Canada Life Centre,100000007cfc48c4,N/A,103W 02,103W,BKCM6_103W4
Canada Life Centre,10000000b7a52f6d,N/A,103W 03,103W,BKCM6_103W4
Canada Life Centre,10000000a3501804,N/A,103W 04,103W,BKCM6_103W4
Canada Life Centre,100000002803ff9e,N/A,104M 01,104M,104M_107W
Canada Life Centre,100000002663709e,N/A,104M 02,104M,104M_107W
Canada Life Centre,1000000043b6660c,N/A,104M 03,104M,104M_107W
Canada Life Centre,1000000040e71c8f,N/A,104M 04,104M,104M_107W
Canada Life Centre,10000000a91ec77a,N/A,104M 05,104M,104M_107W
Canada Life Centre,100000005f83c63e,N/A,104M 06,104M,104M_107W
Canada Life Centre,10000000e27496ba,N/A,104M 07,104M,104M_107W
Canada Life Centre,100000008082fff9,N/A,104M 08,104M,104M_107W
Canada Life Centre,100000007e0ef7a5,N/A,104M 09,104M,104M_107W
Canada Life Centre,10000000e4e1f6c6,N/A,104M 10,104M,104M_107W
Canada Life Centre,10000000aaac0eba,N/A,104M 11,104M,104M_107W
Canada Life Centre,10000000cdd05222,N/A,107W 01,107W,104M_107W
Canada Life Centre,10000000ec9573ad,N/A,107W 02,107W,104M_107W
Canada Life Centre,10000000a80ad534,N/A,107W 03,107W,104M_107W
Canada Life Centre,100000002a8441d6,N/A,107W 04,107W,104M_107W
Canada Life Centre,10000000f4cee8cb,N/A,109W 01,109W,111M_10_109W_4_113W_4
Canada Life Centre,1000000076f40f6b,N/A,109W 02,109W,111M_10_109W_4_113W_4
Canada Life Centre,100000007dbc1591,N/A,109W 03,109W,111M_10_109W_4_113W_4
Canada Life Centre,10000000c1b50d02,N/A,109W 04,109W,111M_10_109W_4_113W_4
Canada Life Centre,10000000a534d28d,N/A,111M 01,111M,111M_10_109W_4_113W_4
Canada Life Centre,100000004bf82178,N/A,111M 02,111M,111M_10_109W_4_113W_4
Canada Life Centre,10000000bbd7efb1,N/A,111M 03,111M,111M_10_109W_4_113W_4
Canada Life Centre,1000000058304db4,N/A,111M 04,111M,111M_10_109W_4_113W_4
Canada Life Centre,10000000149b3702,N/A,111M 05,111M,111M_10_109W_4_113W_4
Canada Life Centre,10000000d1b1416d,12,111M 06,111M,111M_10_109W_4_113W_4
Canada Life Centre,1000000002a879cf,N/A,111M 07,111M,111M_10_109W_4_113W_4
Canada Life Centre,1000000061270ae1,N/A,111M 08,111M,111M_10_109W_4_113W_4
Canada Life Centre,100000005bb1642c,N/A,111M 09,111M,111M_10_109W_4_113W_4
Canada Life Centre,100000003e70b903,N/A,111M 10,111M,111M_10_109W_4_113W_4
Canada Life Centre,10000000dc34eaaa,N/A,113W 01,113W,111M_10_109W_4_113W_4
Canada Life Centre,10000000b940d5e7,N/A,113W 02,113W,111M_10_109W_4_113W_4
Canada Life Centre,1000000006087189,N/A,113W 03,113W,111M_10_109W_4_113W_4
Canada Life Centre,10000000d4b95982,35,113W 04,113W,111M_10_109W_4_113W_4
Canada Life Centre,100000005c4c7e22,N/A,115W 01,115W,117M_12_115W_4
Canada Life Centre,10000000e74b60ae,N/A,115W 02,115W,117M_12_115W_4
Canada Life Centre,100000001444c90b,N/A,115W 03,115W,117M_12_115W_4
Canada Life Centre,100000006786009d,N/A,115W 04,115W,117M_12_115W_4
Canada Life Centre,1000000047a7acfe,N/A,117M 01,117M,117M_12_115W_4
Canada Life Centre,100000000df3f732,N/A,117M 02,117M,117M_12_115W_4
Canada Life Centre,100000002b897d32,N/A,117M 03,117M,117M_12_115W_4
Canada Life Centre,10000000479f2c2a,N/A,117M 04,117M,117M_12_115W_4
Canada Life Centre,100000006485059c,N/A,117M 05,117M,117M_12_115W_4
Canada Life Centre,1000000016419863,N/A,117M 06,117M,117M_12_115W_4
Canada Life Centre,10000000ebe20f5b,N/A,117M 07,117M,117M_12_115W_4
Canada Life Centre,10000000c7cead13,N/A,117M 08,117M,117M_12_115W_4
Canada Life Centre,1000000099c66e4d,18,117M 09,117M,117M_12_115W_4
Canada Life Centre,100000009cc416d5,N/A,117M 10,117M,117M_12_115W_4
Canada Life Centre,10000000d02222d0,N/A,117M 11,117M,117M_12_115W_4
Canada Life Centre,1000000096f60439,N/A,117M 12,117M,117M_12_115W_4
Canada Life Centre,10000000fa822a12,N/A,120W 01,120W,121M_11_BKCW_3_120W_4
Canada Life Centre,1000000051749c95,N/A,120W 02,120W,121M_11_BKCW_3_120W_4
Canada Life Centre,100000002b795d93,N/A,120W 03,120W,121M_11_BKCW_3_120W_4
Canada Life Centre,10000000f5058206,N/A,120W 04,120W,121M_11_BKCW_3_120W_4
Canada Life Centre,10000000ca86055f,N/A,121M 01,121M,121M_11_BKCW_3_120W_4
Canada Life Centre,1000000056b566e4,N/A,121M 02,121M,121M_11_BKCW_3_120W_4
Canada Life Centre,10000000dacb925a,N/A,121M 03,121M,121M_11_BKCW_3_120W_4
Canada Life Centre,100000008cfc5a3f,N/A,121M 04,121M,121M_11_BKCW_3_120W_4
Canada Life Centre,100000000a24fe45,N/A,121M 05,121M,121M_11_BKCW_3_120W_4
Canada Life Centre,10000000656af609,11,121M 06,121M,121M_11_BKCW_3_120W_4
Canada Life Centre,1000000067f6a96d,N/A,121M 07,121M,121M_11_BKCW_3_120W_4
Canada Life Centre,100000001fc21b1d,N/A,121M 08,121M,121M_11_BKCW_3_120W_4
Canada Life Centre,10000000793b143b,N/A,121M 09,121M,121M_11_BKCW_3_120W_4
Canada Life Centre,1000000022786265,N/A,121M 10,121M,121M_11_BKCW_3_120W_4
Canada Life Centre,1000000003412f01,N/A,121M 11,121M,121M_11_BKCW_3_120W_4
Canada Life Centre,100000008ab9705e,N/A,301M 01,301M,301M
Canada Life Centre,1000000029290606,N/A,301M 02,301M,301M
Canada Life Centre,100000008c64932d,N/A,301M 03,301M,301M
Canada Life Centre,10000000296e9183,N/A,301M 04,301M,301M
Canada Life Centre,1000000082891100,N/A,301M 05,301M,301M
Canada Life Centre,100000009c5dadea,N/A,301M 06,301M,301M
Canada Life Centre,100000000995a2e8,N/A,301M 07,301M,301M
Canada Life Centre,100000006619864c,N/A,301M 08,301M,301M
Canada Life Centre,10000000625e8b87,N/A,301M 09,301M,301M
Canada Life Centre,1000000015d78513,N/A,301M 10,301M,301M
Canada Life Centre,10000000aab5fa74,N/A,301M 11,301M,301M
Canada Life Centre,10000000af125404,N/A,301M 12,301M,301M
Canada Life Centre,10000000d182e2dc,N/A,301M 13,301M,301M
Canada Life Centre,1000000095dcdc71,N/A,301M 14,301M,301M
Canada Life Centre,100000002b5c3ec7,N/A,301M 15,301M,301M
Canada Life Centre,1000000085302f3c,N/A,301M 16,301M,301M
Canada Life Centre,100000004374fca5,N/A,301M 17,301M,301M
Canada Life Centre,10000000596bebf9,N/A,301M 18,301M,301M
Canada Life Centre,10000000e0e21fae,N/A,301M 19,301M,301M
Canada Life Centre,10000000bfdcc001,N/A,301M 20,301M,301M
Canada Life Centre,10000000cbf51ca3,N/A,301M 21,301M,301M
Canada Life Centre,10000000eb6e93be,N/A,301W 01,301W,301W
Canada Life Centre,10000000f0755cd4,N/A,301W 02,301W,301W
Canada Life Centre,10000000703e82b7,N/A,301W 03,301W,301W
Canada Life Centre,10000000b114b39f,N/A,301W 04,301W,301W
Canada Life Centre,100000008bb91939,2,309M 01,309M,309M
Canada Life Centre,10000000bd89145d,N/A,309M 02,309M,309M
Canada Life Centre,10000000ca83cc4b,N/A,309M 03,309M,309M
Canada Life Centre,10000000927e6e80,N/A,309M 04,309M,309M
Canada Life Centre,1000000063010ab4,9,309M 05,309M,309M
Canada Life Centre,10000000ea33e61b,N/A,309M 06,309M,309M
Canada Life Centre,10000000a84c9c0d,N/A,309M 07,309M,309M
Canada Life Centre,10000000c7bfb9c3,N/A,311W 01,311W,309M
Canada Life Centre,10000000d420fccc,N/A,311W 02,311W,309M
Canada Life Centre,10000000ed3acbd7,N/A,311W 03,311W,309M
Canada Life Centre,1000000060a73a15,N/A,314M 01,314M,314M
Canada Life Centre,1000000076d70982,N/A,314M 02,314M,314M
Canada Life Centre,100000004984b5fd,N/A,314M 03,314M,314M
Canada Life Centre,1000000077113835,N/A,314M 04,314M,314M
Canada Life Centre,1000000032b887e2,N/A,314M 05,314M,314M
Canada Life Centre,10000000ca7b0899,N/A,314M 06,314M,314M
Canada Life Centre,10000000d947b575,N/A,314M 07,314M,314M
Canada Life Centre,10000000621fe7a7,N/A,314M 08,314M,314M
Canada Life Centre,10000000e4ab6145,N/A,314M 09,314M,314M
Canada Life Centre,100000002a87652a,N/A,314M 10,314M,314M
Canada Life Centre,10000000a0d9b230,N/A,314M 11,314M,314M
Canada Life Centre,1000000011513584,N/A,314M 12,314M,314M
Canada Life Centre,10000000b76a58fd,N/A,314M 13,314M,314M
Canada Life Centre,1000000071cd842c,N/A,314M 14,314M,314M
Canada Life Centre,100000006ed4cb94,N/A,314M 15,314M,314M
Canada Life Centre,10000000a9d1da74,N/A,316W 01,316W,316W
Canada Life Centre,10000000a486e377,N/A,316W 02,316W,316W
Canada Life Centre,100000002bd45d64,N/A,316W 03,316W,316W
Canada Life Centre,1000000055f45451,N/A,316W 04,316W,316W
Canada Life Centre,1000000073821ad2,N/A,316W 05,316W,316W
Canada Life Centre,10000000db78f24a,N/A,324M 01,324M,324M_15_324W_4
Canada Life Centre,10000000f4f510a6,N/A,324M 02,324M,324M_15_324W_4
Canada Life Centre,10000000903b96fd,N/A,324M 03,324M,324M_15_324W_4
Canada Life Centre,10000000d991c458,N/A,324M 04,324M,324M_15_324W_4
Canada Life Centre,100000000d9fec99,N/A,324M 05,324M,324M_15_324W_4
Canada Life Centre,10000000ffad6523,12,324M 06,324M,324M_15_324W_4
Canada Life Centre,100000004dafe5b3,N/A,324M 07,324M,324M_15_324W_4
Canada Life Centre,10000000525ff35a,N/A,324M 08,324M,324M_15_324W_4
Canada Life Centre,1000000076ff4896,18,324M 09,324M,324M_15_324W_4
Canada Life Centre,10000000d885c511,N/A,324M 10,324M,324M_15_324W_4
Canada Life Centre,10000000dac57e14,N/A,324M 11,324M,324M_15_324W_4
Canada Life Centre,10000000326cce0e,N/A,324M 12,324M,324M_15_324W_4
Canada Life Centre,100000002072fb78,N/A,324M 13,324M,324M_15_324W_4
Canada Life Centre,100000003094f59b,N/A,324M 14,324M,324M_15_324W_4
Canada Life Centre,10000000c9e08cbc,N/A,324M 15,324M,324M_15_324W_4
Canada Life Centre,10000000fc5153c5,34,324W 01,324W,324M_15_324W_4
Canada Life Centre,1000000069103c9b,N/A,324W 02,324W,324M_15_324W_4
Canada Life Centre,10000000229e4998,N/A,324W 03,324W,324M_15_324W_4
Canada Life Centre,100000004411344c,N/A,324W 04,324W,324M_15_324W_4
Canada Life Centre,100000003d56c0c2,N/A,BKCM 01,BKClubM,BKCM6_103W4
Canada Life Centre,100000003ed4f28d,N/A,BKCM 02,BKClubM,BKCM6_103W4
Canada Life Centre,10000000583029fb,N/A,BKCM 03,BKClubM,BKCM6_103W4
Canada Life Centre,1000000023d1ced1,N/A,BKCM 04,BKClubM,BKCM6_103W4
Canada Life Centre,10000000d526044f,N/A,BKCM 05,BKClubM,BKCM6_103W4
Canada Life Centre,100000007a9f99e0,N/A,BKCM 06,BKClubM,BKCM6_103W4
Canada Life Centre,100000006f925fb5,N/A,BKCW 01,BKClubW,121M_11_BKCW_3_120W_4
Canada Life Centre,10000000ffe9dc32,N/A,BKCW 02,BKClubW,121M_11_BKCW_3_120W_4
Canada Life Centre,10000000dd3c9ed4,N/A,BKCW 03,BKClubW,121M_11_BKCW_3_120W_4
Canada Life Centre,1000000023f6f6d5,N/A,Club01M 01,Club01M,Club01M_3_W_3
Canada Life Centre,100000005d38de40,N/A,Club01M 02,Club01M,Club01M_3_W_3
Canada Life Centre,10000000a86f6faf,N/A,Club01M 03,Club01M,Club01M_3_W_3
Canada Life Centre,10000000c6ede897,N/A,Club01W 01,Club01W,Club01M_3_W_3
Canada Life Centre,1000000085af1743,N/A,Club01W 02,Club01W,Club01M_3_W_3
Canada Life Centre,10000000908b1bc8,N/A,Club01W 03,Club01W,Club01M_3_W_3
Canada Life Centre,10000000a52d53fe,N/A,Club16M 01,Club16M,Club16M_3_W_4
Canada Life Centre,100000003c0d05df,N/A,Club16M 02,Club16M,Club16M_3_W_4
Canada Life Centre,10000000b9b074a0,N/A,Club16M 03,Club16M,Club16M_3_W_4
Canada Life Centre,100000006197eb69,7,Club16W 01,Club16W,Club16M_3_W_4
Canada Life Centre,100000001d3ed29b,N/A,Club16W 02,Club16W,Club16M_3_W_4
Canada Life Centre,1000000035871c9d,N/A,Club16W 03,Club16W,Club16M_3_W_4
Canada Life Centre,100000004b7594c4,14,Club16W 04,Club16W,Club16M_3_W_4
Canada Life Centre,1000000073369534,N/A,Club29M 01,Club29M,Club29M_4_W_2
Canada Life Centre,10000000431bd75b,4,Club29M 02,Club29M,Club29M_4_W_2
Canada Life Centre,10000000eefdd0d5,N/A,Club29M 03,Club29M,Club29M_4_W_2
Canada Life Centre,1000000009c5038c,N/A,Club29M 04,Club29M,Club29M_4_W_2
Canada Life Centre,1000000006d1fd6e,N/A,Club29W 01,Club29W,Club29M_4_W_2
Canada Life Centre,100000004b3cab50,N/A,Club29W 02,Club29W,Club29M_4_W_2
Canada Life Centre,10000000256fe078,N/A,Club44M 01,Club44M,Club45M_4_W_3
Canada Life Centre,100000007bfaf039,N/A,Club44M 02,Club44M,Club45M_4_W_3
Canada Life Centre,10000000d8d5282c,N/A,Club44M 03,Club44M,Club45M_4_W_3
Canada Life Centre,10000000c3a9cef8,N/A,Club44M 04,Club44M,Club45M_4_W_3
Canada Life Centre,100000005292cc4d,N/A,Club44W 01,Club44W,Club45M_4_W_3
Canada Life Centre,10000000d1b85f24,N/A,Club44W 02,Club44W,Club45M_4_W_3
Canada Life Centre,10000000210ec5a4,N/A,Club44W 03,Club44W,Club45M_4_W_3
Canada Life Centre,10000000d8b08c39,N/A,EventM 01,EventM,EventM_11_W_4
Canada Life Centre,100000001ecd083b,N/A,EventM 02,EventM,EventM_11_W_4
Canada Life Centre,10000000a6fc1c59,N/A,EventM 03,EventM,EventM_11_W_4
Canada Life Centre,10000000deb0553a,N/A,EventM 04,EventM,EventM_11_W_4
Canada Life Centre,10000000d3f519b1,N/A,EventM 05,EventM,EventM_11_W_4
Canada Life Centre,10000000fa57d60c,N/A,EventM 06,EventM,EventM_11_W_4
Canada Life Centre,100000005a5b2060,N/A,EventM 07,EventM,EventM_11_W_4
Canada Life Centre,10000000e5aa80cb,N/A,EventM 08,EventM,EventM_11_W_4
Canada Life Centre,10000000d3a394da,N/A,EventM 09,EventM,EventM_11_W_4
Canada Life Centre,1000000093efc6d5,N/A,EventM 10,EventM,EventM_11_W_4
Canada Life Centre,100000001bd80c26,N/A,EventM 11,EventM,EventM_11_W_4
Canada Life Centre,100000006514fa2d,N/A,EventW 01,EventW,EventM_11_W_4
Canada Life Centre,1000000018847264,N/A,EventW 02,EventW,EventM_11_W_4
Canada Life Centre,10000000d7ebdc33,N/A,EventW 03,EventW,EventM_11_W_4
Canada Life Centre,10000000b916820a,30,EventW 04,EventW,EventM_11_W_4
Capital One Arena,000000003437e748,N/A,101M 01,101M,101M
Capital One Arena,00000000800aa4ab,N/A,101M 02,101M,101M
Capital One Arena,00000000b38fc5b6,N/A,101M 03,101M,101M
Capital One Arena,000000003c55b147,N/A,101M 04*,101M,101M
Capital One Arena,0000000004b390c2,6,101M 05,101M,101M
Capital One Arena,00000000a1f78e9d,11,101M 06,101M,101M
Capital One Arena,0000000025b78095,N/A,101M 07*,101M,101M
Capital One Arena,00000000fde57220,10,101M 08,101M,101M
Capital One Arena,00000000fabb5905,N/A,101M 09,101M,101M
Capital One Arena,000000004d1a2950,26,101M 10*,101M,101M
Capital One Arena,00000000a84a90de,N/A,101M 11,101M,101M
Capital One Arena,00000000a86dd02f,N/A,101M 12,101M,101M
Capital One Arena,000000009e63c508,18,101M 13,101M,101M
Capital One Arena,000000000932b4f3,N/A,104W 01,104W,104W
Capital One Arena,00000000a53b342d,3,104W 02,104W,104W
Capital One Arena,00000000dc282cbc,11,104W 03*,104W,104W
Capital One Arena,000000003bf9ade7,N/A,104W 04*,104W,104W
Capital One Arena,000000007cce1471,6,104W 05,104W,104W
Capital One Arena,00000000a0c5719c,7,104W 06,104W,104W
Capital One Arena,00000000e6da954d,3,107M 01,107M,107M
Capital One Arena,000000006a6b0fd2,N/A,107M 02,107M,107M
Capital One Arena,00000000e483c15e,N/A,107M 03*,107M,107M
Capital One Arena,000000008637ad5e,15,107M 04,107M,107M
Capital One Arena,000000003d720ccc,N/A,107M 05,107M,107M
Capital One Arena,00000000ea86115d,N/A,107M 06*,107M,107M
Capital One Arena,000000004ce96da0,27,107M 07,107M,107M
Capital One Arena,0000000037110a39,31,107M 08*,107M,107M
Capital One Arena,000000004b77b728,6,107M 09,107M,107M
Capital One Arena,000000004d504a1f,2,107M 10,107M,107M
Capital One Arena,00000000e293cdd6,10,107M 11,107M,107M
Capital One Arena,000000008281a411,N/A,107M 12,107M,107M
Capital One Arena,00000000c8e88850,N/A,107M 13,107M,107M
Capital One Arena,00000000ccf4d17d,N/A,107M 14*,107M,107M
Capital One Arena,000000007c036033,N/A,107M 15,107M,107M
Capital One Arena,00000000e1453b35,30,107M 16,107M,107M
Capital One Arena,000000000aa3aa9f,3,109W 01,109W,109W
Capital One Arena,00000000fd0ed7b4,7,109W 02,109W,109W
Capital One Arena,000000007651cdc3,11,109W 03*,109W,109W
Capital One Arena,00000000c932688b,2,109W 04*,109W,109W
Capital One Arena,00000000b65dabac,8,109W 05,109W,109W
Capital One Arena,0000000047de1656,10,109W 06,109W,109W
Capital One Arena,000000001a4b91ee,N/A,113M 01,113M,113M-1
Capital One Arena,000000000ca2cec7,N/A,113M 02,113M,113M-1
Capital One Arena,00000000a34b97ea,1,113M 03*,113M,113M-1
Capital One Arena,00000000f79cda32,1,113M 04,113M,113M-1
Capital One Arena,00000000c94aae5b,2,113M 05,113M,113M-1
Capital One Arena,000000002d4efaec,1,113M 06*,113M,113M-1
Capital One Arena,00000000a911002e,1,113M 07,113M,113M-2
Capital One Arena,00000000fccbaf2b,2,113M 08,113M,113M-2
Capital One Arena,00000000c5cd98c2,N/A,113M 09*,113M,113M-2
Capital One Arena,000000002ef33667,2,113M 10,113M,113M-2
Capital One Arena,00000000533a9607,1,113M 11,113M,113M-2
Capital One Arena,00000000283ad56a,N/A,113M 12,113M,113M-2
Capital One Arena,00000000e4d41dd9,3,115W 01,115W,115W
Capital One Arena,49446277,5,115W 02,115W,115W
Capital One Arena,0000000051596a7d,2,115W 03*,115W,115W
Capital One Arena,00000000de490021,8,115W 04*,115W,115W
Capital One Arena,0000000071623a90,11,115W 05,115W,115W
Capital One Arena,000000002cc6bb04,14,115W 06,115W,115W
Capital One Arena,00000000ba70e868,N/A,118M 01,118M,118M
Capital One Arena,0000000066c1b3ae,39,118M 02,118M,118M
Capital One Arena,000000006f0a900f,N/A,118M 03*,118M,118M
Capital One Arena,00000000ba4b6075,3,118M 04,118M,118M
Capital One Arena,00000000d522dfea,11,118M 05,118M,118M
Capital One Arena,000000001c185f0d,N/A,118M 06*,118M,118M
Capital One Arena,0000000029b9d662,6,118M 07,118M,118M
Capital One Arena,00000000edcac6dd,N/A,118M 08*,118M,118M
Capital One Arena,00000000495c2066,12,118M 09,118M,118M
Capital One Arena,0000000022b982a4,15,118M 10,118M,118M
Capital One Arena,00000000b3989294,16,118M 11,118M,118M
Capital One Arena,00000000a9035620,17,118M 12,118M,118M
Capital One Arena,000000002b0aa38c,18,118M 13,118M,118M
Capital One Arena,000000003ee816aa,N/A,118M 14*,118M,118M
Capital One Arena,00000000e35d0c54,21,118M 15,118M,118M
Capital One Arena,00000000423f3a1f,22,118M 16,118M,118M
Capital One Arena,00000000b85da6a4,N/A,120W 01,120W,120W
Capital One Arena,00000000007796cb,11,120W 02,120W,120W
Capital One Arena,00000000f710d59d,8,120W 03*,120W,120W
Capital One Arena,0000000074d0cbd9,N/A,120W 04*,120W,120W
Capital One Arena,000000009f93c7d9,N/A,120W 05,120W,120W
Capital One Arena,000000006070567c,2,120W 06,120W,120W
Capital One Arena,0000000000af29a4,3,202M 01,202M,202M
Capital One Arena,000000004dfb9aa9,2,202M 02,202M,202M
Capital One Arena,000000006b522922,N/A,202M 03*,202M,202M
Capital One Arena,00000000b112e487,7,202M 04*,202M,202M
Capital One Arena,00000000383b486b,9,202M 05,202M,202M
Capital One Arena,00000000ecca5d52,N/A,204W 01,204W,204W
Capital One Arena,00000000dd927a8f,6,204W 02*,204W,204W
Capital One Arena,00000000b119bb86,N/A,204W 03*,204W,204W
Capital One Arena,00000000cec63f59,3,204W 04,204W,204W
Capital One Arena,00000000ca286dd3,11,211M 01,211M,211M
Capital One Arena,0000000049280e3c,2,211M 02,211M,211M
Capital One Arena,0000000078b84d22,N/A,211M 03*,211M,211M
Capital One Arena,0000000023a0bb91,3,211M 04*,211M,211M
Capital One Arena,000000002b7d2fe5,N/A,211M 05,211M,211M
Capital One Arena,00000000cb2024fd,7,213W 01,213W,213W
Capital One Arena,000000006ea57324,2,213W 02*,213W,213W
Capital One Arena,00000000a0f7119f,11,213W 03*,213W,213W
Capital One Arena,00000000d0bf4381,8,213W 04,213W,213W
Capital One Arena,000000002be70edc,3,217M 01,217M,217M
